"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"BZN|DK2","07.10.2021 20:00 - 07.10.2021 21:00 (CET)","639","n/e","n/e","170","160","48","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","71","13","22"
"BZN|DK2","07.10.2021 21:00 - 07.10.2021 22:00 (CET)","572","n/e","n/e","155","150","31","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","71","19","35"
"BZN|DK2","07.10.2021 22:00 - 07.10.2021 23:00 (CET)","568","n/e","n/e","96","143","28","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","70","16","49"
"BZN|DK2","07.10.2021 23:00 - 08.10.2021 00:00 (CET)","564","n/e","n/e","89","144","28","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","70","20","49"
"BZN|DK2","08.10.2021 00:00 - 08.10.2021 01:00 (CET)","561","n/e","n/e","99","146","29","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","70","21","50"
"BZN|DK2","08.10.2021 01:00 - 08.10.2021 02:00 (CET)","554","n/e","n/e","102","147","29","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","70","22","42"
"BZN|DK2","08.10.2021 02:00 - 08.10.2021 03:00 (CET)","551","n/e","n/e","100","145","28","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","71","9","34"
"BZN|DK2","08.10.2021 03:00 - 08.10.2021 04:00 (CET)","551","n/e","n/e","81","131","26","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","69","1","28"
"BZN|DK2","08.10.2021 04:00 - 08.10.2021 05:00 (CET)","548","n/e","n/e","82","132","26","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","69","3","25"
"BZN|DK2","08.10.2021 05:00 - 08.10.2021 06:00 (CET)","549","n/e","n/e","86","139","27","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","70","3","26"
"BZN|DK2","08.10.2021 06:00 - 08.10.2021 07:00 (CET)","559","n/e","n/e","89","145","28","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","70","12","25"
"BZN|DK2","08.10.2021 07:00 - 08.10.2021 08:00 (CET)","561","n/e","n/e","106","140","35","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1","71","18","20"
"BZN|DK2","08.10.2021 08:00 - 08.10.2021 09:00 (CET)","569","n/e","n/e","91","122","32","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","13","69","34","24"
"BZN|DK2","08.10.2021 09:00 - 08.10.2021 10:00 (CET)","571","n/e","n/e","85","118","34","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","37","68","51","20"
"BZN|DK2","08.10.2021 10:00 - 08.10.2021 11:00 (CET)","571","n/e","n/e","101","129","42","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","65","76","51","20"
"BZN|DK2","08.10.2021 11:00 - 08.10.2021 12:00 (CET)","569","n/e","n/e","112","139","50","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","95","84","54","21"
"BZN|DK2","08.10.2021 12:00 - 08.10.2021 13:00 (CET)","568","n/e","n/e","76","119","37","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","141","64","58","22"
"BZN|DK2","08.10.2021 13:00 - 08.10.2021 14:00 (CET)","564","n/e","n/e","71","115","35","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","192","67","71","21"
"BZN|DK2","08.10.2021 14:00 - 08.10.2021 15:00 (CET)","562","n/e","n/e","75","122","36","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","207","67","78","26"
"BZN|DK2","08.10.2021 15:00 - 08.10.2021 16:00 (CET)","563","n/e","n/e","79","129","46","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","183","68","97","33"
"BZN|DK2","08.10.2021 16:00 - 08.10.2021 17:00 (CET)","562","n/e","n/e","83","134","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","113","68","105","34"
"BZN|DK2","08.10.2021 17:00 - 08.10.2021 18:00 (CET)","564","n/e","n/e","88","143","40","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","39","70","154","31"
"BZN|DK2","08.10.2021 18:00 - 08.10.2021 19:00 (CET)","564","n/e","n/e","96","154","42","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3","70","137","42"
"BZN|DK2","08.10.2021 19:00 - 08.10.2021 20:00 (CET)","565","n/e","n/e","100","158","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","71","109","60"
"BZN|DK2","08.10.2021 20:00 - 08.10.2021 21:00 (CET)","564","n/e","n/e","100","157","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","69","114","64"
"BZN|DK2","08.10.2021 21:00 - 08.10.2021 22:00 (CET)","565","n/e","n/e","94","148","41","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","70","122","59"
"BZN|DK2","08.10.2021 22:00 - 08.10.2021 23:00 (CET)","563","n/e","n/e","90","140","40","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","69","111","64"
"BZN|DK2","08.10.2021 23:00 - 09.10.2021 00:00 (CET)","562","n/e","n/e","87","138","39","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","69","116","53"
"BZN|DK2","09.10.2021 00:00 - 09.10.2021 01:00 (CET)","564","n/e","n/e","83","134","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","68","108","50"
"BZN|DK2","09.10.2021 01:00 - 09.10.2021 02:00 (CET)","564","n/e","n/e","81","132","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","68","83","49"
"BZN|DK2","09.10.2021 02:00 - 09.10.2021 03:00 (CET)","564","n/e","n/e","82","132","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","67","70","42"
"BZN|DK2","09.10.2021 03:00 - 09.10.2021 04:00 (CET)","559","n/e","n/e","82","134","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","68","91","37"
"BZN|DK2","09.10.2021 04:00 - 09.10.2021 05:00 (CET)","565","n/e","n/e","82","133","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","68","45","37"
"BZN|DK2","09.10.2021 05:00 - 09.10.2021 06:00 (CET)","565","n/e","n/e","83","134","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","69","19","27"
"BZN|DK2","09.10.2021 06:00 - 09.10.2021 07:00 (CET)","568","n/e","n/e","88","135","39","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","69","37","22"
"BZN|DK2","09.10.2021 07:00 - 09.10.2021 08:00 (CET)","559","n/e","n/e","100","144","40","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1","70","72","30"
"BZN|DK2","09.10.2021 08:00 - 09.10.2021 09:00 (CET)","559","n/e","n/e","92","148","41","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","27","70","96","50"
"BZN|DK2","09.10.2021 09:00 - 09.10.2021 10:00 (CET)","558","n/e","n/e","90","146","41","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","86","70","94","48"
"BZN|DK2","09.10.2021 10:00 - 09.10.2021 11:00 (CET)","564","n/e","n/e","86","140","40","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","161","70","88","46"
"BZN|DK2","09.10.2021 11:00 - 09.10.2021 12:00 (CET)","531","n/e","n/e","83","135","39","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","230","68","63","66"
"BZN|DK2","09.10.2021 12:00 - 09.10.2021 13:00 (CET)","286","n/e","n/e","82","133","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","255","67","58","67"
"BZN|DK2","09.10.2021 13:00 - 09.10.2021 14:00 (CET)","153","n/e","n/e","82","133","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","261","66","48","60"
"BZN|DK2","09.10.2021 14:00 - 09.10.2021 15:00 (CET)","204","n/e","n/e","83","135","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","236","67","46","59"
"BZN|DK2","09.10.2021 15:00 - 09.10.2021 16:00 (CET)","280","n/e","n/e","83","135","39","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","176","67","50","47"
"BZN|DK2","09.10.2021 16:00 - 09.10.2021 17:00 (CET)","337","n/e","n/e","109","147","41","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","101","69","49","39"
"BZN|DK2","09.10.2021 17:00 - 09.10.2021 18:00 (CET)","469","n/e","n/e","152","159","44","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","30","68","48","37"
"BZN|DK2","09.10.2021 18:00 - 09.10.2021 19:00 (CET)","509","n/e","n/e","181","164","45","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2","69","73","46"
"BZN|DK2","09.10.2021 19:00 - 09.10.2021 20:00 (CET)","547","n/e","n/e","172","160","44","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","68","125","82"
"BZN|DK2","09.10.2021 20:00 - 09.10.2021 21:00 (CET)","564","n/e","n/e","148","140","40","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","67","179","140"
"BZN|DK2","09.10.2021 21:00 - 09.10.2021 22:00 (CET)","553","n/e","n/e","148","140","40","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","68","239","163"
"BZN|DK2","09.10.2021 22:00 - 09.10.2021 23:00 (CET)","545","n/e","n/e","133","135","39","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","68","277","163"
"BZN|DK2","09.10.2021 23:00 - 10.10.2021 00:00 (CET)","539","n/e","n/e","82","133","39","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","67","292","151"
"BZN|DK2","10.10.2021 00:00 - 10.10.2021 01:00 (CET)","357","n/e","n/e","82","134","39","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","67","252","137"
"BZN|DK2","10.10.2021 01:00 - 10.10.2021 02:00 (CET)","454","n/e","n/e","82","132","39","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","68","210","124"
"BZN|DK2","10.10.2021 02:00 - 10.10.2021 03:00 (CET)","496","n/e","n/e","81","131","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","68","215","119"
"BZN|DK2","10.10.2021 03:00 - 10.10.2021 04:00 (CET)","385","n/e","n/e","81","132","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","67","207","112"
"BZN|DK2","10.10.2021 04:00 - 10.10.2021 05:00 (CET)","417","n/e","n/e","82","133","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","67","181","105"
"BZN|DK2","10.10.2021 05:00 - 10.10.2021 06:00 (CET)","544","n/e","n/e","82","133","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","68","145","104"
"BZN|DK2","10.10.2021 06:00 - 10.10.2021 07:00 (CET)","454","n/e","n/e","85","137","39","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","69","110","103"
"BZN|DK2","10.10.2021 07:00 - 10.10.2021 08:00 (CET)","467","n/e","n/e","88","143","40","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1","69","86","99"
"BZN|DK2","10.10.2021 08:00 - 10.10.2021 09:00 (CET)","520","n/e","n/e","89","145","41","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","35","70","113","91"
"BZN|DK2","10.10.2021 09:00 - 10.10.2021 10:00 (CET)","535","n/e","n/e","89","144","40","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","106","69","132","81"
"BZN|DK2","10.10.2021 10:00 - 10.10.2021 11:00 (CET)","490","n/e","n/e","84","136","39","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","171","69","178","78"
"BZN|DK2","10.10.2021 11:00 - 10.10.2021 12:00 (CET)","526","n/e","n/e","82","132","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","193","68","176","104"
"BZN|DK2","10.10.2021 12:00 - 10.10.2021 13:00 (CET)","528","n/e","n/e","82","133","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","182","68","163","134"
"BZN|DK2","10.10.2021 13:00 - 10.10.2021 14:00 (CET)","519","n/e","n/e","83","134","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","124","68","183","167"
"BZN|DK2","10.10.2021 14:00 - 10.10.2021 15:00 (CET)","509","n/e","n/e","78","127","37","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","74","67","243","191"
"BZN|DK2","10.10.2021 15:00 - 10.10.2021 16:00 (CET)","518","n/e","n/e","82","133","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","97","67","258","193"
"BZN|DK2","10.10.2021 16:00 - 10.10.2021 17:00 (CET)","527","n/e","n/e","129","140","40","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","99","68","320","183"
"BZN|DK2","10.10.2021 17:00 - 10.10.2021 18:00 (CET)","530","n/e","n/e","152","148","41","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","39","67","365","153"
"BZN|DK2","10.10.2021 18:00 - 10.10.2021 19:00 (CET)","537","n/e","n/e","153","148","41","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2","68","420","145"
"BZN|DK2","10.10.2021 19:00 - 10.10.2021 20:00 (CET)","535","n/e","n/e","153","148","41","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","68","463","147"
"BZN|DK2","10.10.2021 20:00 - 10.10.2021 21:00 (CET)","555","n/e","n/e","148","140","39","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","70","584","180"
"BZN|DK2","10.10.2021 21:00 - 10.10.2021 22:00 (CET)","530","n/e","n/e","146","137","39","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","69","669","201"
"BZN|DK2","10.10.2021 22:00 - 10.10.2021 23:00 (CET)","341","n/e","n/e","135","137","39","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","69","588","196"
"BZN|DK2","10.10.2021 23:00 - 11.10.2021 00:00 (CET)","299","n/e","n/e","83","134","35","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","66","509","179"
"BZN|DK2","11.10.2021 00:00 - 11.10.2021 01:00 (CET)","289","n/e","n/e","82","133","26","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","65","520","185"
"BZN|DK2","11.10.2021 01:00 - 11.10.2021 02:00 (CET)","274","n/e","n/e","83","134","26","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","66","510","187"
"BZN|DK2","11.10.2021 02:00 - 11.10.2021 03:00 (CET)","416","n/e","n/e","83","135","26","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","66","448","130"
"BZN|DK2","11.10.2021 03:00 - 11.10.2021 04:00 (CET)","475","n/e","n/e","83","134","26","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","66","343","116"
"BZN|DK2","11.10.2021 04:00 - 11.10.2021 05:00 (CET)","492","n/e","n/e","82","133","26","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","67","293","131"
"BZN|DK2","11.10.2021 05:00 - 11.10.2021 06:00 (CET)","372","n/e","n/e","82","134","26","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","67","299","143"
"BZN|DK2","11.10.2021 06:00 - 11.10.2021 07:00 (CET)","286","n/e","n/e","87","141","28","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","65","376","158"
"BZN|DK2","11.10.2021 07:00 - 11.10.2021 08:00 (CET)","469","n/e","n/e","90","145","28","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1","62","390","163"
"BZN|DK2","11.10.2021 08:00 - 11.10.2021 09:00 (CET)","503","n/e","n/e","90","146","28","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","28","59","424","191"
"BZN|DK2","11.10.2021 09:00 - 11.10.2021 10:00 (CET)","368","n/e","n/e","88","144","28","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","93","61","508","211"
"BZN|DK2","11.10.2021 10:00 - 11.10.2021 11:00 (CET)","413","n/e","n/e","87","141","28","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","153","65","553","297"
"BZN|DK2","11.10.2021 11:00 - 11.10.2021 12:00 (CET)","391","n/e","n/e","87","141","27","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","181","67","714","352"
"BZN|DK2","11.10.2021 12:00 - 11.10.2021 13:00 (CET)","420","n/e","n/e","76","124","24","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","189","66","810","380"
"BZN|DK2","11.10.2021 13:00 - 11.10.2021 14:00 (CET)","289","n/e","n/e","67","106","21","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","171","60","781","346"
"BZN|DK2","11.10.2021 14:00 - 11.10.2021 15:00 (CET)","274","n/e","n/e","76","119","23","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","169","64","812","373"
"BZN|DK2","11.10.2021 15:00 - 11.10.2021 16:00 (CET)","253","n/e","n/e","82","133","26","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","146","68","733","339"
"BZN|DK2","11.10.2021 16:00 - 11.10.2021 17:00 (CET)","264","n/e","n/e","83","135","26","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","80","66","756","356"
"BZN|DK2","11.10.2021 17:00 - 11.10.2021 18:00 (CET)","250","n/e","n/e","74","120","23","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","23","67","819","353"
"BZN|DK2","11.10.2021 18:00 - 11.10.2021 19:00 (CET)","234","n/e","n/e","73","119","23","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1","67","942","331"
"BZN|DK2","11.10.2021 19:00 - 11.10.2021 20:00 (CET)","242","n/e","n/e","79","128","25","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","66","899","405"
"BZN|DK2","11.10.2021 20:00 - 11.10.2021 21:00 (CET)","451","n/e","n/e","74","120","23","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","66","896","438"
"BZN|DK2","11.10.2021 21:00 - 11.10.2021 22:00 (CET)","331","n/e","n/e","72","118","23","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","67","878","422"
"BZN|DK2","11.10.2021 22:00 - 11.10.2021 23:00 (CET)","252","n/e","n/e","72","117","23","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","67","913","438"
"BZN|DK2","11.10.2021 23:00 - 12.10.2021 00:00 (CET)","230","n/e","n/e","84","133","26","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","68","916","421"
"BZN|DK2","12.10.2021 00:00 - 12.10.2021 01:00 (CET)","205","n/e","n/e","86","135","26","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","68","897","311"
"BZN|DK2","12.10.2021 01:00 - 12.10.2021 02:00 (CET)","198","n/e","n/e","85","133","26","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","68","864","262"
"BZN|DK2","12.10.2021 02:00 - 12.10.2021 03:00 (CET)","194","n/e","n/e","84","132","26","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","68","832","226"
"BZN|DK2","12.10.2021 03:00 - 12.10.2021 04:00 (CET)","195","n/e","n/e","85","134","26","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","67","791","205"
"BZN|DK2","12.10.2021 04:00 - 12.10.2021 05:00 (CET)","231","n/e","n/e","83","135","26","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","68","771","196"
"BZN|DK2","12.10.2021 05:00 - 12.10.2021 06:00 (CET)","243","n/e","n/e","83","134","26","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","67","688","209"
"BZN|DK2","12.10.2021 06:00 - 12.10.2021 07:00 (CET)","248","n/e","n/e","83","134","26","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","67","655","225"
"BZN|DK2","12.10.2021 07:00 - 12.10.2021 08:00 (CET)","284","n/e","n/e","85","139","31","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1","67","615","265"
"BZN|DK2","12.10.2021 08:00 - 12.10.2021 09:00 (CET)","483","n/e","n/e","89","143","36","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","28","68","669","273"
"BZN|DK2","12.10.2021 09:00 - 12.10.2021 10:00 (CET)","489","n/e","n/e","98","155","39","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","95","68","662","257"
"BZN|DK2","12.10.2021 10:00 - 12.10.2021 11:00 (CET)","452","n/e","n/e","95","159","42","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","127","64","604","239"
"BZN|DK2","12.10.2021 11:00 - 12.10.2021 12:00 (CET)","510","n/e","n/e","96","168","41","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","144","59","509","218"
"BZN|DK2","12.10.2021 12:00 - 12.10.2021 13:00 (CET)","516","n/e","n/e","95","169","40","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","168","57","605","225"
"BZN|DK2","12.10.2021 13:00 - 12.10.2021 14:00 (CET)","518","n/e","n/e","110","155","39","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","177","62","558","216"
"BZN|DK2","12.10.2021 14:00 - 12.10.2021 15:00 (CET)","519","n/e","n/e","142","137","39","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","169","65","433","203"
"BZN|DK2","12.10.2021 15:00 - 12.10.2021 16:00 (CET)","516","n/e","n/e","148","137","39","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","128","68","614","209"
"BZN|DK2","12.10.2021 16:00 - 12.10.2021 17:00 (CET)","299","n/e","n/e","135","140","39","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","82","69","620","209"
"BZN|DK2","12.10.2021 17:00 - 12.10.2021 18:00 (CET)","334","n/e","n/e","154","148","41","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","24","70","636","177"
"BZN|DK2","12.10.2021 18:00 - 12.10.2021 19:00 (CET)","441","n/e","n/e","159","159","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1","70","656","156"
"BZN|DK2","12.10.2021 19:00 - 12.10.2021 20:00 (CET)","450","n/e","n/e","161","162","44","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","70","636","149"
"BZN|DK2","12.10.2021 20:00 - 12.10.2021 21:00 (CET)","415","n/e","n/e","157","156","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","71","554","135"
"BZN|DK2","12.10.2021 21:00 - 12.10.2021 22:00 (CET)","269","n/e","n/e","151","147","41","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","70","412","153"
"BZN|DK2","12.10.2021 22:00 - 12.10.2021 23:00 (CET)","464","n/e","n/e","138","144","40","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","69","389","171"
"BZN|DK2","12.10.2021 23:00 - 13.10.2021 00:00 (CET)","502","n/e","n/e","93","151","42","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","70","278","159"
"BZN|DK2","13.10.2021 00:00 - 13.10.2021 01:00 (CET)","490","n/e","n/e","90","145","40","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","70","258","132"
"BZN|DK2","13.10.2021 01:00 - 13.10.2021 02:00 (CET)","468","n/e","n/e","104","151","41","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","70","239","132"
